,mdot,m,Z,tage
15634,0.00018,1.4,0.002,1000
15635,9.6E-06,1.3,0.002,1000
15636,4E-06,1.7,0.002,1000
15637,5.1E-06,1.5,0.002,1000
15638,6.1E-05,1.3,0.002,1000
15639,4.9E-06,1.5,0.002,1000
15640,4.8E-06,1.5,0.002,1000
15641,4.1E-06,1.7,0.002,1000
15642,4.4E-06,1.6,0.002,1000
15643,4.7E-06,1.4,0.002,1000
15644,4E-06,1.8,0.002,1000
15645,4.8E-06,1.5,0.002,1000
15646,1.7E-05,1.3,0.002,1000
15647,4.3E-06,1.6,0.002,1000
15648,3.7E-06,2,0.002,1000
15649,4.7E-06,1.5,0.002,1000
15650,5E-06,1.5,0.002,1000
15651,6.9E-06,1.4,0.002,1000
15652,2.5E-05,1.3,0.002,1000
15653,6.7E-06,1.4,0.002,1000
15654,4.4E-05,1.3,0.002,1000
15655,7.4E-06,1.4,0.002,1000
15656,1.5E-05,1.3,0.002,1000
15657,3.9E-06,1.8,0.002,1000
15658,6.4E-06,1.4,0.002,1000
15659,5E-06,1.5,0.002,1000
15660,3.8E-06,1.9,0.002,1000
15661,1.6E-05,1.3,0.002,1000
15662,6.5E-06,1.4,0.002,1000
15663,3.8E-06,2,0.002,1000
15664,4E-06,1.8,0.002,1000
15665,9.4E-06,1.3,0.002,1000
15666,2.7E-05,1.3,0.002,1000
15667,6E-06,1.4,0.002,1000
15668,4.2E-06,1.7,0.002,1000
15669,2.9E-05,1.4,0.002,1000
15670,4E-06,1.7,0.002,1000
15671,7.2E-06,1.3,0.002,1000
15672,6.1E-06,1.4,0.002,1000
15673,4.6E-06,1.5,0.002,1000
15674,4.2E-06,1.6,0.002,1000
15675,5.7E-06,1.5,0.002,1000
15676,0.00015,1.5,0.002,1000
15677,0.00036,1.3,0.002,1000
15678,4.2E-06,1.6,0.002,1000
15679,0.00022,1.3,0.002,1000
15680,4E-06,1.9,0.002,1000
15681,3.6E-05,1.3,0.002,1000
15682,4.4E-06,1.6,0.002,1000
15683,0.0001,1.3,0.002,1000
15684,1.9E-05,1.4,0.002,1000
15685,7E-06,1.4,0.002,1000
15686,1.7E-05,1.4,0.002,1000
15687,2.4E-05,1.4,0.002,1000
15688,4.1E-06,1.7,0.002,1000
15689,0.0004,1.3,0.002,1000
15690,0.00021,1.4,0.002,1000
15691,3E-05,1.3,0.002,1000
15692,4.2E-06,1.8,0.002,1000
15693,9.9E-05,1.7,0.002,1000
15694,4.4E-06,1.6,0.002,1000
15695,6.3E-06,1.4,0.002,1000
15696,5.5E-06,1.4,0.002,1000
15697,8.7E-06,1.3,0.002,1000
15698,2.3E-05,1.3,0.002,1000
15699,0.00015,1.7,0.002,1000
15700,5.5E-06,1.4,0.002,1000
15701,6.6E-06,1.4,0.002,1000
15702,6.2E-06,1.4,0.002,1000
15703,4.1E-06,1.7,0.002,1000
15704,0.00051,2.1,0.002,1000
15705,4.8E-06,1.4,0.002,1000
15706,7.2E-06,1.3,0.002,1000
15707,4.9E-06,1.5,0.002,1000
15708,4.4E-06,1.5,0.002,1000
15709,4.2E-06,1.7,0.002,1000
15710,4.1E-05,1.4,0.002,1000
15711,1.5E-05,1.4,0.002,1000
15712,4.4E-06,1.6,0.002,1000
15713,5E-06,1.5,0.002,1000
15714,4.1E-06,1.8,0.002,1000
15715,4.7E-06,1.5,0.002,1000
15716,6.1E-06,1.4,0.002,1000
15717,4.2E-06,1.7,0.002,1000
15718,4.2E-06,1.6,0.002,1000
15719,4.9E-06,1.6,0.002,1000
15720,1.1E-05,1.4,0.002,1000
15721,4.4E-06,1.6,0.002,1000
15722,4.2E-06,1.7,0.002,1000
15723,1.8E-05,1.4,0.002,1000
15724,4.3E-06,1.5,0.002,1000
15725,4.1E-06,1.8,0.002,1000
15726,4E-06,1.8,0.002,1000
15727,5.4E-06,1.4,0.002,1000
15728,0.00014,1.3,0.002,1000
15729,0.00012,1.3,0.002,1000
15730,6.3E-06,1.3,0.002,1000
15731,2.2E-05,1.4,0.002,1000
15732,5.2E-06,1.4,0.002,1000
15733,5.4E-06,1.5,0.002,1000
15734,8E-06,1.4,0.002,1000
15735,6E-06,1.4,0.002,1000
15736,1.3E-05,1.4,0.002,1000
15737,0.00021,2,0.002,1000
15738,0.00017,1.3,0.002,1000
15739,4.7E-06,1.5,0.002,1000
15740,1.3E-05,1.4,0.002,1000
15741,3.9E-05,1.3,0.002,1000
15742,7.1E-06,1.4,0.002,1000
15743,0.00054,1.9,0.002,1000
15744,7E-06,1.3,0.002,1000
15745,0.00047,1.8,0.002,1000
15746,2.1E-05,1.4,0.002,1000
15747,5.3E-06,1.5,0.002,1000
15748,1.3E-05,1.3,0.002,1000
15749,1.3E-05,1.3,0.002,1000
15750,5E-06,1.5,0.002,1000
15751,1.3E-05,1.4,0.002,1000
15752,7.9E-06,1.3,0.002,1000
15753,6.6E-06,1.3,0.002,1000
15754,1.6E-05,1.4,0.002,1000
15755,5.6E-06,1.3,0.002,1000
15756,5.5E-06,1.4,0.002,1000
15757,4.2E-06,1.6,0.002,1000
15758,3.9E-06,2,0.002,1000
15759,4.5E-06,1.6,0.002,1000
15760,4.4E-06,1.7,0.002,1000
15761,5.3E-06,1.5,0.002,1000
15762,4.6E-06,1.6,0.002,1000
15763,3.8E-06,2,0.002,1000
15764,4.9E-06,1.6,0.002,1000
15765,3.2E-05,1.3,0.002,1000
15766,0.00047,1.2,0.002,1000
15767,4.7E-06,1.5,0.002,1000
15768,1.8E-05,1.4,0.002,1000
15769,8.7E-06,1.3,0.002,1000
15770,5.4E-05,1.3,0.002,1000
15771,1E-05,1.4,0.002,1000
15772,5E-06,1.5,0.002,1000
15773,4.7E-06,1.6,0.002,1000
15774,6.6E-06,1.3,0.002,1000
15775,1.5E-05,1.4,0.002,1000
15776,7.3E-06,1.3,0.002,1000
15777,0.00018,1.4,0.002,1000
15778,7.1E-06,1.3,0.002,1000
15779,4.1E-06,1.8,0.002,1000
15780,5.3E-06,1.5,0.002,1000
15781,0.00015,1.3,0.002,1000
15782,5.3E-06,1.5,0.002,1000
15783,5.4E-06,1.4,0.002,1000
15784,8.1E-06,1.4,0.002,1000
15785,7.6E-06,1.3,0.002,1000
15786,4.3E-05,1.3,0.002,1000
15787,5E-06,1.5,0.002,1000
15788,4.4E-06,1.7,0.002,1000
15789,8.8E-06,1.3,0.002,1000
15790,5.9E-06,1.4,0.002,1000
15791,6.5E-06,1.4,0.002,1000
15792,1.6E-05,1.4,0.002,1000
15793,5.9E-06,1.4,0.002,1000
15794,4.3E-06,1.7,0.002,1000
15795,4E-06,1.8,0.002,1000
15796,5.7E-05,1.3,0.002,1000
15797,4.2E-05,1.3,0.002,1000
15798,5.1E-06,1.5,0.002,1000
15799,0.00014,1.4,0.002,1000
15800,6.9E-06,1.4,0.002,1000
15801,1.2E-05,1.3,0.002,1000
15802,1E-05,1.4,0.002,1000
15803,3.8E-06,1.9,0.002,1000
15804,7.7E-05,1.2,0.002,1000
15805,4.5E-06,1.6,0.002,1000
15806,5.8E-06,1.4,0.002,1000
15807,5.3E-06,1.6,0.002,1000
15808,1.3E-05,1.4,0.002,1000
15809,5.3E-06,1.4,0.002,1000
15810,4.4E-06,1.6,0.002,1000
15811,0.0018,1.3,0.002,1000
15812,2.8E-05,1.3,0.002,1000
15813,2.1E-05,1.3,0.002,1000
15814,0.0051,1.3,0.002,1000
15815,5.1E-06,1.5,0.002,1000
15816,4.5E-06,1.5,0.002,1000
15817,4.2E-06,1.6,0.002,1000
15818,7.5E-06,1.3,0.002,1000
15819,0.00019,1.3,0.002,1000
15820,6.9E-05,1.3,0.002,1000
15821,5.1E-06,1.5,0.002,1000
15822,8.7E-05,1.3,0.002,1000
15823,4.6E-06,1.5,0.002,1000
15824,4.4E-06,1.6,0.002,1000
15825,4.2E-06,1.7,0.002,1000
15826,8.8E-06,1.3,0.002,1000
15827,4.6E-05,1.3,0.002,1000
15828,3.8E-06,2,0.002,1000
15829,6.9E-06,1.4,0.002,1000
15830,5.4E-06,1.5,0.002,1000
15831,8.8E-05,1.3,0.002,1000
15832,5.9E-06,1.4,0.002,1000
15833,3.8E-05,1.3,0.002,1000
15834,4.5E-06,1.6,0.002,1000
15835,5.7E-06,1.4,0.002,1000
15836,0.00014,1.5,0.002,1000
15837,0.00044,1.5,0.002,1000
15838,5.1E-06,1.5,0.002,1000
15839,4.8E-06,1.6,0.002,1000
15840,5.8E-06,1.5,0.002,1000
15841,5.2E-06,1.5,0.002,1000
15842,3.8E-06,1.8,0.002,1000
15843,8.1E-06,1.3,0.002,1000
15844,4E-06,1.9,0.002,1000
15845,5.8E-06,1.4,0.002,1000
15846,1.5E-05,1.4,0.002,1000
15847,6.2E-06,1.4,0.002,1000
15848,4.2E-06,1.6,0.002,1000
15849,0.00021,1.3,0.002,1000
15850,3.6E-05,1.3,0.002,1000
15851,1.5E-05,1.3,0.002,1000
15852,4.2E-06,1.7,0.002,1000
15853,1.5E-05,1.4,0.002,1000
15854,6.8E-06,1.4,0.002,1000
15855,9.2E-06,1.4,0.002,1000
15856,4.1E-06,1.6,0.002,1000
15857,4.6E-06,1.6,0.002,1000
15858,4.2E-06,1.7,0.002,1000
15859,4.3E-06,1.7,0.002,1000
15860,9.2E-06,1.4,0.002,1000
15861,6.4E-06,1.4,0.002,1000
15862,4.3E-06,1.6,0.002,1000
15863,6.2E-06,1.4,0.002,1000
15864,4.2E-06,1.6,0.002,1000
15865,5.5E-06,1.4,0.002,1000
15866,6E-06,1.4,0.002,1000
15867,5E-05,1.3,0.002,1000
15868,6.9E-05,1.3,0.002,1000
15869,3.9E-06,1.8,0.002,1000
15870,4.2E-06,1.8,0.002,1000
15871,5.7E-06,1.4,0.002,1000
15872,3.8E-06,2,0.002,1000
15873,4.2E-06,1.6,0.002,1000
15874,3.7E-05,1.3,0.002,1000
15875,0.00032,1.3,0.002,1000
15876,0.00086,1.8,0.002,1000
15877,2.6E-05,1.3,0.002,1000
15878,4.7E-06,1.5,0.002,1000
15879,5.1E-06,1.5,0.002,1000
15880,7.2E-06,1.3,0.002,1000
15881,4.1E-06,1.7,0.002,1000
15882,5.7E-06,1.4,0.002,1000
15883,9.4E-05,1.3,0.002,1000
15884,0.12,1.3,0.002,1000
15885,3.5E-05,1.3,0.002,1000
15886,4.4E-06,1.7,0.002,1000
15887,4.7E-06,1.5,0.002,1000
15888,4.5E-06,1.6,0.002,1000
15889,4.3E-06,1.6,0.002,1000
15890,0.00084,1.4,0.002,1000
15891,5E-06,1.6,0.002,1000
15892,5.4E-06,1.5,0.002,1000
15893,1.2E-05,1.4,0.002,1000
15894,3.9E-06,1.8,0.002,1000
15895,6E-06,1.4,0.002,1000
15896,4.8E-06,1.5,0.002,1000
15897,4.1E-06,1.8,0.002,1000
15898,0.00065,1.2,0.002,1000
15899,4.7E-06,1.5,0.002,1000
15900,2.1E-05,1.3,0.002,1000
15901,4.6E-06,1.5,0.002,1000
15902,4.8E-06,1.5,0.002,1000
15903,4E-05,1.3,0.002,1000
15904,1E-05,1.3,0.002,1000
15905,1.2E-05,1.3,0.002,1000
15906,6.1E-06,1.4,0.002,1000
15907,3.3E-05,1.3,0.002,1000
15908,4.7E-06,1.5,0.002,1000
15909,0.00014,1.3,0.002,1000
15910,0.00011,1.3,0.002,1000
15911,4.4E-06,1.6,0.002,1000
15912,1.1E-05,1.4,0.002,1000
15913,4.1E-06,1.7,0.002,1000
15914,1.5E-05,1.4,0.002,1000
15915,0.00014,1.7,0.002,1000
15916,6.6E-06,1.4,0.002,1000
15917,4.5E-06,1.6,0.002,1000
15918,6.1E-05,1.3,0.002,1000
15919,1.7E-05,1.4,0.002,1000
15920,9.1E-06,1.3,0.002,1000
15921,4.2E-06,1.6,0.002,1000
15922,8.2E-06,1.3,0.002,1000
15923,6.1E-06,1.4,0.002,1000
15924,6.8E-06,1.4,0.002,1000
15925,0.00014,1.3,0.002,1000
15926,3.8E-06,1.9,0.002,1000
15927,4.4E-06,1.6,0.002,1000
15928,0.00023,1.3,0.002,1000
15929,2.6E-05,1.3,0.002,1000
15930,1.7E-05,1.3,0.002,1000
15931,8.2E-06,1.3,0.002,1000
15932,4.5E-06,1.6,0.002,1000
15933,4.1E-06,1.4,0.002,1000
15934,4E-06,1.7,0.002,1000
15935,5.3E-06,1.4,0.002,1000
15936,4E-06,1.7,0.002,1000
15937,8.7E-06,1.3,0.002,1000
15938,4E-06,1.7,0.002,1000
15939,5E-06,1.5,0.002,1000
15940,1.9E-05,1.4,0.002,1000
15941,4E-06,1.7,0.002,1000
15942,7.8E-06,1.3,0.002,1000
15943,4.2E-06,1.7,0.002,1000
15944,8.8E-06,1.3,0.002,1000
15945,9E-06,1.4,0.002,1000
15946,3.4E-05,1.3,0.002,1000
15947,4.4E-06,1.6,0.002,1000
15948,4.1E-06,1.7,0.002,1000
15949,9.3E-05,1.4,0.002,1000
15950,4.6E-06,1.5,0.002,1000
15951,3.7E-05,1.3,0.002,1000
15952,6.2E-06,1.5,0.002,1000
15953,0.00019,1.8,0.002,1000
15954,0.00054,1.3,0.002,1000
15955,4.6E-06,1.6,0.002,1000
15956,3.9E-06,1.9,0.002,1000
15957,6.1E-06,1.4,0.002,1000
15958,9.5E-06,1.4,0.002,1000
15959,5.7E-06,1.4,0.002,1000
15960,0.0004,1.4,0.002,1000
15961,9.2E-06,1.3,0.002,1000
15962,4.4E-06,1.7,0.002,1000
15963,6.1E-06,1.4,0.002,1000
15964,5.7E-06,1.5,0.002,1000
15965,3.9E-06,1.9,0.002,1000
15966,1.9E-05,1.3,0.002,1000
15967,3.2E-05,1.3,0.002,1000
15968,1.7E-05,1.3,0.002,1000
15969,2.2E-05,1.3,0.002,1000
15970,0.00069,1.7,0.002,1000
15971,1.2E-05,1.4,0.002,1000
15972,4.6E-06,1.5,0.002,1000
15973,3.9E-06,1.9,0.002,1000
15974,5.8E-06,1.3,0.002,1000
15975,1.1E-05,1.3,0.002,1000
15976,1.2E-05,1.4,0.002,1000
15977,6.4E-06,1.5,0.002,1000
15978,3.9E-06,1.9,0.002,1000
15979,4.6E-06,1.6,0.002,1000
15980,8.4E-06,1.3,0.002,1000
15981,5.2E-06,1.5,0.002,1000
15982,3.9E-06,1.9,0.002,1000
15983,4.1E-06,1.8,0.002,1000
15984,0.00025,1.3,0.002,1000
15985,2.4E-05,1.3,0.002,1000
15986,8.3E-05,1.3,0.002,1000
15987,5.8E-06,1.4,0.002,1000
15988,6.6E-06,1.4,0.002,1000
15989,1.6E-05,1.3,0.002,1000
15990,3.5E-05,1.3,0.002,1000
15991,7.9E-06,1.4,0.002,1000
15992,1.2E-05,1.3,0.002,1000
15993,0.019,1.3,0.002,1000
15994,4E-06,1.7,0.002,1000
15995,6.6E-06,1.3,0.002,1000
15996,6.2E-06,1.3,0.002,1000
15997,7E-06,1.3,0.002,1000
15998,3.9E-06,2,0.002,1000
15999,4.8E-06,1.6,0.002,1000
16000,1.1E-05,1.3,0.002,1000
16001,1.1E-05,1.3,0.002,1000
16002,1.4E-05,1.4,0.002,1000
16003,0.00053,2.3,0.002,1000
16004,3.1E-05,1.3,0.002,1000
16005,3.8E-06,2,0.002,1000
16006,4.3E-06,1.7,0.002,1000
16007,4.7E-06,1.6,0.002,1000
16008,9.6E-06,1.3,0.002,1000
16009,0.00016,1.9,0.002,1000
16010,0.0043,1.5,0.002,1000
16011,4.2E-06,1.6,0.002,1000
16012,0.00028,1.2,0.002,1000
16013,3.9E-06,2,0.002,1000
16014,0.00012,1.3,0.002,1000
16015,2.9E-05,1.3,0.002,1000
16016,7.6E-06,1.2,0.002,1000
16017,5.1E-06,1.5,0.002,1000
16018,3.7E-06,2,0.002,1000
16019,0.00026,1.3,0.002,1000
16020,6.4E-06,1.3,0.002,1000
16021,5.6E-06,1.5,0.002,1000
16022,0.0026,2.7,0.002,1000
16023,4.7E-06,1.5,0.002,1000
16024,2.1E-05,1.3,0.002,1000
16025,4.8E-06,1.5,0.002,1000
16026,3.7E-06,2,0.002,1000
16027,6.5E-06,1.4,0.002,1000
16028,4.2E-06,1.6,0.002,1000
16029,2.5E-05,1.4,0.002,1000
16030,0.00012,1.3,0.002,1000
16031,4.2E-06,1.7,0.002,1000
16032,5.7E-06,1.5,0.002,1000
16033,7E-06,1.4,0.002,1000
16034,5.4E-06,1.5,0.002,1000
16035,1.2E-05,1.4,0.002,1000
16036,8.5E-06,1.3,0.002,1000
16037,4.3E-06,1.6,0.002,1000
16038,4.3E-06,1.5,0.002,1000
16039,4E-06,1.8,0.002,1000
16040,0.00011,1.2,0.002,1000
16041,6.2E-06,1.4,0.002,1000
16042,4.2E-06,1.7,0.002,1000
16043,4.2E-06,1.7,0.002,1000
16044,4.5E-06,1.6,0.002,1000
16045,4.3E-06,1.7,0.002,1000
16046,3.8E-06,1.9,0.002,1000
16047,2.3E-05,1.4,0.002,1000
16048,4.7E-06,1.5,0.002,1000
16049,4.6E-06,1.5,0.002,1000
16050,0.00024,1.3,0.002,1000
16051,5.8E-06,1.4,0.002,1000
16052,3.2E-05,1.3,0.002,1000
16053,7E-06,1.4,0.002,1000
16054,7.3E-06,1.3,0.002,1000
16055,5.5E-06,1.5,0.002,1000
16056,3.8E-06,1.8,0.002,1000
16057,5.8E-06,1.4,0.002,1000
16058,6.4E-06,1.4,0.002,1000
16059,6.4E-06,1.4,0.002,1000
16060,5.2E-06,1.4,0.002,1000
16061,4.6E-06,1.5,0.002,1000
16062,6.9E-06,1.5,0.002,1000
16063,0.0064,1.8,0.002,1000
16064,8.2E-06,1.4,0.002,1000
16065,3.1E-05,1.3,0.002,1000
16066,4.4E-06,1.7,0.002,1000
16067,3.8E-05,1.3,0.002,1000
16068,5E-06,1.6,0.002,1000
16069,4.1E-06,1.7,0.002,1000
16070,3.9E-06,1.8,0.002,1000
16071,5.5E-06,1.4,0.002,1000
16072,5.9E-06,1.4,0.002,1000
16073,5.1E-06,1.5,0.002,1000
16074,0.00042,1.6,0.002,1000
16075,9.4E-05,1.4,0.002,1000
16076,4.4E-06,1.6,0.002,1000
16077,1.4E-05,1.4,0.002,1000
16078,8.2E-06,1.3,0.002,1000
16079,4.6E-06,1.6,0.002,1000
16080,4.1E-06,1.8,0.002,1000
16081,0.07,1.3,0.002,1000
16082,4.6E-06,1.6,0.002,1000
16083,1E-05,1.3,0.002,1000
16084,5.2E-06,1.4,0.002,1000
16085,4E-06,1.8,0.002,1000
16086,4.5E-06,1.6,0.002,1000
16087,7.7E-05,1.3,0.002,1000
16088,5.2E-06,1.4,0.002,1000
16089,7E-06,1.3,0.002,1000
16090,4.1E-06,1.6,0.002,1000
16091,4.6E-06,1.6,0.002,1000
16092,2.2E-05,1.4,0.002,1000
16093,3.6E-05,1.3,0.002,1000
16094,5.1E-06,1.5,0.002,1000
16095,3E-05,1.3,0.002,1000
16096,0.00025,1.4,0.002,1000
16097,9.4E-05,1.3,0.002,1000
16098,3E-05,1.3,0.002,1000
16099,4.9E-05,1.4,0.002,1000
16100,4.1E-06,1.4,0.002,1000
16101,6.6E-06,1.4,0.002,1000
16102,0.00019,2.2,0.002,1000
16103,1.4E-05,1.3,0.002,1000
16104,5E-06,1.5,0.002,1000
16105,6E-05,1.3,0.002,1000
16106,5.4E-06,1.4,0.002,1000
16107,8.4E-05,1.3,0.002,1000
16108,4.8E-06,1.4,0.002,1000
16109,3.7E-05,1.3,0.002,1000
16110,7.1E-06,1.4,0.002,1000
16111,5.4E-06,1.4,0.002,1000
16112,1.7E-05,1.3,0.002,1000
16113,5.1E-05,1.3,0.002,1000
16114,8E-06,1.4,0.002,1000
16115,4.2E-06,1.6,0.002,1000
16116,7E-06,1.3,0.002,1000
16117,9.2E-06,1.3,0.002,1000
16118,1.2E-05,1.4,0.002,1000
16119,2.6E-05,1.4,0.002,1000
16120,4.1E-06,1.7,0.002,1000
16121,5.4E-06,1.4,0.002,1000
16122,4.4E-06,1.5,0.002,1000
16123,4.2E-06,1.7,0.002,1000
16124,4E-06,1.7,0.002,1000
16125,4.2E-06,1.7,0.002,1000
16126,4.2E-06,1.7,0.002,1000
16127,4.4E-06,1.7,0.002,1000
16128,0.00025,2.5,0.002,1000
16129,4.5E-06,1.6,0.002,1000
16130,4.8E-06,1.5,0.002,1000
16131,8.8E-06,1.3,0.002,1000
16132,5E-06,1.5,0.002,1000
16133,4.1E-06,1.6,0.002,1000
16134,6.6E-06,1.4,0.002,1000
16135,5.5E-06,1.4,0.002,1000
16136,0.0003,1.4,0.002,1000
16137,1.2E-05,1.3,0.002,1000
16138,0.00015,1.5,0.002,1000
16139,5.8E-06,1.4,0.002,1000
16140,4.6E-06,1.5,0.002,1000
16141,3.2E-05,1.3,0.002,1000
16142,4.7E-06,1.6,0.002,1000
16143,3.7E-06,1.9,0.002,1000
16144,2.3E-05,1.3,0.002,1000
16145,5.2E-06,1.4,0.002,1000
16146,5E-06,1.6,0.002,1000
16147,7.9E-06,1.4,0.002,1000
16148,4.3E-06,1.6,0.002,1000
16149,4E-06,1.9,0.002,1000
16150,7.9E-06,1.4,0.002,1000
16151,3.8E-06,2,0.002,1000
16152,6.6E-06,1.3,0.002,1000
16153,4.1E-06,1.6,0.002,1000
16154,2.7E-05,1.3,0.002,1000
16155,5E-06,1.5,0.002,1000
16156,5.6E-06,1.5,0.002,1000
16157,5.7E-06,1.4,0.002,1000
16158,2.4E-05,1.4,0.002,1000
16159,4.7E-06,1.5,0.002,1000
16160,5.7E-06,1.4,0.002,1000
16161,5.1E-06,1.5,0.002,1000
16162,4.1E-06,1.7,0.002,1000
16163,7.8E-05,1.3,0.002,1000
16164,4.1E-06,1.4,0.002,1000
16165,8.2E-06,1.4,0.002,1000
16166,5.5E-06,1.4,0.002,1000
16167,4.8E-06,1.5,0.002,1000
16168,4.1E-06,1.6,0.002,1000
16169,4.4E-06,1.6,0.002,1000
16170,4.5E-06,1.5,0.002,1000
16171,4.2E-06,1.6,0.002,1000
16172,1.2E-05,1.4,0.002,1000
16173,2.7E-05,1.3,0.002,1000
16174,5.4E-06,1.5,0.002,1000
16175,3.8E-06,2,0.002,1000
16176,3.9E-06,1.9,0.002,1000
16177,5.2E-06,1.5,0.002,1000
16178,9.5E-06,1.4,0.002,1000
16179,7.6E-06,1.4,0.002,1000
16180,4.3E-06,1.7,0.002,1000
16181,9.3E-06,1.4,0.002,1000
16182,0.00012,1.3,0.002,1000
16183,3.7E-06,2,0.002,1000
16184,4.3E-06,1.6,0.002,1000
16185,5.3E-06,1.5,0.002,1000
16186,3.2E-05,1.3,0.002,1000
16187,0.00019,2.2,0.002,1000
16188,4E-06,1.7,0.002,1000
16189,4.1E-06,1.6,0.002,1000
16190,6.8E-06,1.5,0.002,1000
16191,5.1E-06,1.5,0.002,1000
16192,8.3E-06,1.4,0.002,1000
16193,0.00014,1.3,0.002,1000
16194,0.0012,1.3,0.002,1000
16195,5.3E-06,1.4,0.002,1000
16196,4.8E-06,1.5,0.002,1000
16197,0.00024,1.3,0.002,1000
16198,4E-06,1.8,0.002,1000
16199,5.3E-06,1.4,0.002,1000
16200,4.4E-06,1.6,0.002,1000
16201,4.9E-06,1.5,0.002,1000
16202,1.2E-05,1.4,0.002,1000
16203,7E-06,1.3,0.002,1000
16204,4.3E-06,1.7,0.002,1000
16205,5.1E-06,1.4,0.002,1000
16206,4.5E-06,1.6,0.002,1000
16207,4.3E-06,1.7,0.002,1000
16208,0.00015,1.3,0.002,1000
16209,3.8E-06,2,0.002,1000
16210,1.2E-05,1.4,0.002,1000
16211,6.7E-06,1.4,0.002,1000
16212,4.9E-06,1.5,0.002,1000
16213,1.2E-05,1.3,0.002,1000
16214,4.5E-06,1.5,0.002,1000
16215,4E-06,1.7,0.002,1000
16216,5E-06,1.6,0.002,1000
16217,4.2E-06,1.8,0.002,1000
16218,6.2E-06,1.4,0.002,1000
16219,4.1E-06,1.7,0.002,1000
16220,4.7E-06,1.6,0.002,1000
16221,9.5E-06,1.4,0.002,1000
16222,4.1E-06,1.7,0.002,1000
16223,3.7E-06,1.9,0.002,1000
16224,1.3E-05,1.4,0.002,1000
16225,4.3E-06,1.7,0.002,1000
16226,2.5E-05,1.3,0.002,1000
16227,6.9E-06,1.4,0.002,1000
16228,4.7E-06,1.6,0.002,1000
16229,6.1E-06,1.4,0.002,1000
16230,0.00022,1.4,0.002,1000
16231,0.00026,1.3,0.002,1000
16232,8.5E-06,1.4,0.002,1000
16233,7.4E-06,1.4,0.002,1000
16234,4.1E-06,1.7,0.002,1000
16235,0.00015,1.5,0.002,1000
16236,6.4E-06,1.3,0.002,1000
16237,2.5E-05,1.3,0.002,1000
16238,4.8E-05,1.3,0.002,1000
16239,6.1E-06,1.4,0.002,1000
16240,4E-06,1.9,0.002,1000
16241,7.8E-06,1.3,0.002,1000
16242,4.6E-06,1.5,0.002,1000
16243,4.7E-06,1.6,0.002,1000
16244,2.4E-05,1.4,0.002,1000
16245,4E-06,1.7,0.002,1000
16246,1.3E-05,1.4,0.002,1000
16247,3.2E-05,1.3,0.002,1000
16248,3.9E-06,1.8,0.002,1000
16249,6.3E-06,1.4,0.002,1000
16250,8E-06,1.4,0.002,1000
16251,4E-06,1.8,0.002,1000
16252,5E-06,1.6,0.002,1000
16253,5.9E-06,1.5,0.002,1000
16254,1.3E-05,1.4,0.002,1000
16255,0.00029,1.4,0.002,1000
16256,4.4E-06,1.6,0.002,1000
16257,3.8E-06,2,0.002,1000
16258,8.8E-05,1.2,0.002,1000
16259,4.3E-06,1.6,0.002,1000
16260,0.0002,1.3,0.002,1000
16261,3.8E-05,1.3,0.002,1000
16262,4.9E-05,1.3,0.002,1000
16263,9.1E-06,1.3,0.002,1000
16264,8E-06,1.5,0.002,1000
16265,6.8E-06,1.3,0.002,1000
16266,6.2E-06,1.4,0.002,1000
16267,4.8E-06,1.5,0.002,1000
16268,4.3E-06,1.6,0.002,1000
16269,4.7E-06,1.6,0.002,1000
16270,0.00013,1.3,0.002,1000
16271,0.00014,1.3,0.002,1000
16272,3.8E-05,1.3,0.002,1000
16273,0.00025,1.4,0.002,1000
16274,5.5E-06,1.4,0.002,1000
16275,5.1E-06,1.5,0.002,1000
16276,7.5E-06,1.4,0.002,1000
16277,0.00013,1.3,0.002,1000
16278,1.8E-05,1.3,0.002,1000
16279,5.9E-06,1.4,0.002,1000
16280,2.1E-05,1.4,0.002,1000
16281,8.1E-06,1.4,0.002,1000
16282,5.7E-06,1.4,0.002,1000
16283,1.6E-05,1.4,0.002,1000
16284,4E-06,1.8,0.002,1000
16285,0.0023,1.8,0.002,1000
16286,4.5E-06,1.5,0.002,1000
16287,2.8E-05,1.3,0.002,1000
16288,4.1E-06,1.8,0.002,1000
16289,4.7E-06,1.6,0.002,1000
16290,5.1E-06,1.5,0.002,1000
16291,5.8E-06,1.4,0.002,1000
16292,7.1E-06,1.4,0.002,1000
16293,4.1E-06,1.7,0.002,1000
16294,1.4E-05,1.4,0.002,1000
16295,8.2E-05,1.3,0.002,1000
16296,9.6E-06,1.3,0.002,1000
16297,4.3E-06,1.6,0.002,1000
16298,0.00082,2.4,0.002,1000
16299,4.1E-05,1.3,0.002,1000
16300,5.6E-06,1.5,0.002,1000
16301,4.9E-06,1.5,0.002,1000
16302,7.2E-05,1.3,0.002,1000
16303,4E-06,1.6,0.002,1000
16304,7.6E-06,1.4,0.002,1000
16305,4.2E-06,1.6,0.002,1000
16306,1.3E-05,1.4,0.002,1000
16307,5.3E-06,1.5,0.002,1000
16308,4.9E-06,1.5,0.002,1000
16309,7.4E-06,1.4,0.002,1000
16310,2.8E-05,1.4,0.002,1000
16311,5.1E-06,1.5,0.002,1000
16312,4E-06,1.8,0.002,1000
16313,5.5E-06,1.5,0.002,1000
16314,6.3E-06,1.3,0.002,1000
