,mdot,m,Z,tage
6684,1.3E-05,1.7,0.002,500
6685,3.1E-05,1.4,0.002,500
6686,1.5E-05,1.6,0.002,500
6687,1.7E-05,1.6,0.002,500
6688,3.7E-05,1.3,0.002,500
6689,1.1E-05,1.9,0.002,500
6690,6.2E-05,1.3,0.002,500
6691,2.8E-05,1.4,0.002,500
6692,1.1E-05,1.9,0.002,500
6693,4.6E-05,1.3,0.002,500
6694,2.2E-05,1.5,0.002,500
6695,0.00025,1.3,0.002,500
6696,2.7E-05,1.4,0.002,500
6697,0.00062,2.6,0.002,500
6698,0.001,1.3,0.002,500
6699,0.00018,1.3,0.002,500
6700,0.00016,1.4,0.002,500
6701,1.9E-05,1.5,0.002,500
6702,1.1E-05,1.8,0.002,500
6703,1.8E-05,1.5,0.002,500
6704,2.4E-05,1.4,0.002,500
6705,1.3E-05,1.6,0.002,500
6706,4E-05,1.3,0.002,500
6707,5.5E-05,1.3,0.002,500
6708,2E-05,1.6,0.002,500
6709,2.5E-05,1.4,0.002,500
6710,0.01,2.9,0.002,500
6711,0.00016,1.3,0.002,500
6712,2.2E-05,1.5,0.002,500
6713,1.6E-05,1.5,0.002,500
6714,1.5E-05,1.5,0.002,500
6715,0.00018,1.3,0.002,500
6716,1.2E-05,1.8,0.002,500
6717,0.00014,1.2,0.002,500
6718,5.5E-05,1.3,0.002,500
6719,1.9E-05,1.5,0.002,500
6720,0.00066,2.7,0.002,500
6721,2E-05,1.5,0.002,500
6722,1.4E-05,1.8,0.002,500
6723,2.2E-05,1.6,0.002,500
6724,0.0006,1.4,0.002,500
6725,4.8E-05,1.4,0.002,500
6726,1.3E-05,1.8,0.002,500
6727,0.00011,1.3,0.002,500
6728,0.00013,1.4,0.002,500
6729,1.5E-05,1.7,0.002,500
6730,1.3E-05,1.8,0.002,500
6731,1.8E-05,1.5,0.002,500
6732,1.4E-05,1.7,0.002,500
6733,2.8E-05,1.4,0.002,500
6734,1.4E-05,1.6,0.002,500
6735,4E-05,1.3,0.002,500
6736,9.5E-05,1.3,0.002,500
6737,1.5E-05,1.6,0.002,500
6738,1.8E-05,1.5,0.002,500
6739,1.2E-05,1.9,0.002,500
6740,3.3E-05,1.4,0.002,500
6741,0.0061,1.3,0.002,500
6742,2.5E-05,1.4,0.002,500
6743,3.3E-05,1.5,0.002,500
6744,1.5E-05,1.6,0.002,500
6745,1.2E-05,1.9,0.002,500
6746,4.1E-05,1.4,0.002,500
6747,6.1E-05,1.3,0.002,500
6748,0.0089,1.5,0.002,500
6749,1.6E-05,1.5,0.002,500
6750,3.1E-05,1.4,0.002,500
6751,1.8E-05,1.6,0.002,500
6752,3.3E-05,1.3,0.002,500
6753,1.3E-05,1.7,0.002,500
6754,1.2E-05,1.9,0.002,500
6755,1.4E-05,1.5,0.002,500
6756,0.00057,1.2,0.002,500
6757,0.00021,1.4,0.002,500
6758,2.3E-05,1.5,0.002,500
6759,1.7E-05,1.5,0.002,500
6760,0.00055,1.4,0.002,500
6761,3.1E-05,1.4,0.002,500
6762,1.8E-05,1.6,0.002,500
6763,0.0001,1.3,0.002,500
6764,3.4E-05,1.3,0.002,500
6765,5.4E-05,1.4,0.002,500
6766,0.0024,2.7,0.002,500
6767,1.2E-05,1.8,0.002,500
6768,0.0002,1.3,0.002,500
6769,2.8E-05,1.4,0.002,500
6770,2.6E-05,1.4,0.002,500
6771,1.1E-05,2,0.002,500
6772,0.00015,1.3,0.002,500
6773,1.3E-05,1.9,0.002,500
6774,1.5E-05,1.6,0.002,500
6775,2.5E-05,1.4,0.002,500
6776,1.4E-05,1.6,0.002,500
6777,3.5E-05,1.3,0.002,500
6778,1.1E-05,2,0.002,500
6779,3.3E-05,1.3,0.002,500
6780,0.0084,7.7,0.002,500
6781,1.1E-05,1.8,0.002,500
6782,1.4E-05,1.7,0.002,500
6783,1.1E-05,1.9,0.002,500
6784,2.2E-05,1.5,0.002,500
6785,1.4E-05,1.7,0.002,500
6786,3.2E-05,1.5,0.002,500
6787,0.0002,1.5,0.002,500
6788,0.00018,1.2,0.002,500
6789,1.9E-05,1.5,0.002,500
6790,1.6E-05,1.5,0.002,500
6791,1.5E-05,1.6,0.002,500
6792,0.00018,1.4,0.002,500
6793,2.2E-05,1.4,0.002,500
6794,0.00085,1.6,0.002,500
6795,1.2E-05,1.8,0.002,500
6796,1.3E-05,1.8,0.002,500
6797,5E-05,1.3,0.002,500
6798,3.4E-05,1.4,0.002,500
6799,1.9E-05,1.5,0.002,500
6800,0.00012,1.2,0.002,500
6801,0.0019,1.2,0.002,500
6802,2.4E-05,1.4,0.002,500
6803,1.6E-05,1.5,0.002,500
6804,0.00069,1.3,0.002,500
6805,0.0002,1.2,0.002,500
6806,5E-05,1.3,0.002,500
6807,1.3E-05,1.7,0.002,500
6808,1.2E-05,1.8,0.002,500
6809,1.1E-05,1.9,0.002,500
6810,1.4E-05,1.6,0.002,500
6811,1.5E-05,1.6,0.002,500
6812,0.00012,1.2,0.002,500
6813,1E-05,2,0.002,500
6814,1.4E-05,1.5,0.002,500
6815,1.5E-05,1.7,0.002,500
6816,2.3E-05,1.5,0.002,500
6817,8.5E-05,1.2,0.002,500
6818,1.4E-05,1.7,0.002,500
6819,0.0046,1.3,0.002,500
6820,4E-05,1.3,0.002,500
6821,1.3E-05,1.7,0.002,500
6822,2.3E-05,1.4,0.002,500
6823,1.4E-05,1.6,0.002,500
6824,0.00063,1.3,0.002,500
6825,1.7E-05,1.6,0.002,500
6826,1.1E-05,1.9,0.002,500
6827,7.3E-05,1.3,0.002,500
6828,1.3E-05,1.6,0.002,500
6829,1.4E-05,1.6,0.002,500
6830,2.9E-05,1.5,0.002,500
6831,1.9E-05,1.6,0.002,500
6832,1.8E-05,1.6,0.002,500
6833,7.3E-05,1.4,0.002,500
6834,1.4E-05,1.6,0.002,500
6835,1.4E-05,1.6,0.002,500
6836,2.1E-05,1.6,0.002,500
6837,1.2E-05,1.7,0.002,500
6838,1.3E-05,1.7,0.002,500
6839,1.3E-05,1.7,0.002,500
6840,0.0013,1.3,0.002,500
6841,1.5E-05,1.6,0.002,500
6842,2.6E-05,1.4,0.002,500
6843,3.6E-05,1.5,0.002,500
6844,1.2E-05,1.8,0.002,500
6845,1.3E-05,1.7,0.002,500
6846,1.3E-05,1.7,0.002,500
6847,1.4E-05,1.7,0.002,500
6848,1.3E-05,1.6,0.002,500
6849,6.1E-05,1.4,0.002,500
6850,4.2E-05,1.3,0.002,500
6851,0.0019,1.3,0.002,500
6852,0.00012,1.2,0.002,500
6853,0.00026,1.3,0.002,500
6854,1.8E-05,1.5,0.002,500
6855,0.0001,1.3,0.002,500
6856,0.00012,1.5,0.002,500
6857,1.3E-05,1.7,0.002,500
6858,1.9E-05,1.5,0.002,500
6859,1.2E-05,1.8,0.002,500
6860,4.4E-05,1.4,0.002,500
6861,1.4E-05,1.6,0.002,500
6862,1E-05,2,0.002,500
6863,6.7E-05,1.4,0.002,500
6864,2.4E-05,1.4,0.002,500
6865,1.5E-05,1.5,0.002,500
6866,1.2E-05,1.9,0.002,500
6867,0.00014,1.3,0.002,500
6868,0.00062,1.4,0.002,500
6869,0.0002,1.5,0.002,500
6870,2.3E-05,1.4,0.002,500
6871,0.00019,1.5,0.002,500
6872,1.9E-05,1.5,0.002,500
6873,1.5E-05,1.7,0.002,500
6874,0.0032,3.3,0.002,500
6875,1.4E-05,1.6,0.002,500
6876,1.3E-05,1.7,0.002,500
6877,1.3E-05,1.6,0.002,500
6878,1.6E-05,1.6,0.002,500
6879,1.5E-05,1.6,0.002,500
6880,0.00017,1.2,0.002,500
6881,2.3E-05,1.5,0.002,500
6882,1.1E-05,1.9,0.002,500
6883,1.1E-05,2,0.002,500
6884,1.4E-05,1.8,0.002,500
6885,2.3E-05,1.5,0.002,500
6886,0.00018,1.3,0.002,500
6887,0.00032,1.3,0.002,500
6888,1.3E-05,1.7,0.002,500
6889,1.4E-05,1.6,0.002,500
6890,0.00012,1.2,0.002,500
6891,4.2E-05,1.3,0.002,500
6892,0.00061,2.6,0.002,500
6893,2.7E-05,1.5,0.002,500
6894,3.4E-05,1.4,0.002,500
6895,0.00071,2.2,0.002,500
6896,1.5E-05,1.6,0.002,500
6897,1.9E-05,1.6,0.002,500
6898,1.2E-05,1.8,0.002,500
6899,3.5E-05,1.3,0.002,500
6900,1.4E-05,1.7,0.002,500
6901,0.00075,1.4,0.002,500
6902,5.6E-05,1.3,0.002,500
6903,0.00012,1.4,0.002,500
6904,0.002,1.3,0.002,500
6905,1.6E-05,1.5,0.002,500
6906,0.00026,1.3,0.002,500
6907,2.6E-05,1.5,0.002,500
6908,1.3E-05,1.8,0.002,500
6909,0.024,1.3,0.002,500
6910,1.1E-05,2,0.002,500
6911,1.4E-05,1.6,0.002,500
6912,7E-05,1.3,0.002,500
6913,0.00066,2.6,0.002,500
6914,5.5E-05,1.4,0.002,500
6915,2E-05,1.5,0.002,500
6916,2.8E-05,1.4,0.002,500
6917,1.4E-05,1.7,0.002,500
6918,2.8E-05,1.5,0.002,500
6919,0.00021,1.2,0.002,500
6920,1.2E-05,1.9,0.002,500
6921,0.0002,1.6,0.002,500
6922,1.6E-05,1.6,0.002,500
6923,2.7E-05,1.4,0.002,500
6924,6.7E-05,1.3,0.002,500
6925,1.9E-05,1.5,0.002,500
6926,7.2E-05,1.3,0.002,500
6927,2.5E-05,1.5,0.002,500
6928,4.2E-05,1.3,0.002,500
6929,0.00086,1.3,0.002,500
6930,4.6E-05,1.3,0.002,500
6931,3.6E-05,1.5,0.002,500
6932,1.3E-05,1.7,0.002,500
6933,1.3E-05,1.7,0.002,500
6934,1.7E-05,1.6,0.002,500
6935,1.3E-05,1.6,0.002,500
6936,3.2E-05,1.5,0.002,500
6937,5.3E-05,1.3,0.002,500
6938,0.0003,1.3,0.002,500
6939,1.3E-05,1.6,0.002,500
6940,7.7E-05,1.3,0.002,500
6941,1.2E-05,1.8,0.002,500
6942,0.00031,1.5,0.002,500
6943,1.4E-05,1.6,0.002,500
6944,1.5E-05,1.7,0.002,500
6945,1.3E-05,1.6,0.002,500
6946,1.4E-05,1.8,0.002,500
6947,0.00037,1.3,0.002,500
6948,3.2E-05,1.5,0.002,500
6949,0.00012,1.4,0.002,500
6950,2.7E-05,1.4,0.002,500
6951,0.00013,1.2,0.002,500
6952,3E-05,1.5,0.002,500
6953,1.2E-05,1.8,0.002,500
6954,9E-05,1.4,0.002,500
6955,3.9E-05,1.3,0.002,500
6956,1.5E-05,1.6,0.002,500
6957,5.1E-05,1.4,0.002,500
6958,3.8E-05,1.3,0.002,500
6959,1.8E-05,1.5,0.002,500
6960,1.6E-05,1.5,0.002,500
6961,1.1E-05,2,0.002,500
6962,1.3E-05,1.7,0.002,500
6963,2.5E-05,1.4,0.002,500
6964,1.3E-05,1.6,0.002,500
6965,1.4E-05,1.6,0.002,500
6966,2.3E-05,1.3,0.002,500
6967,1.2E-05,1.8,0.002,500
6968,0.00013,1.2,0.002,500
6969,1.2E-05,1.4,0.002,500
6970,1.5E-05,1.6,0.002,500
6971,0.00013,1.2,0.002,500
6972,0.0011,2,0.002,500
6973,1.8E-05,1.5,0.002,500
6974,0.00014,1.4,0.002,500
6975,0.00011,1.3,0.002,500
6976,1.5E-05,1.5,0.002,500
6977,0.00011,1.3,0.002,500
6978,1.7E-05,1.5,0.002,500
6979,2E-05,1.5,0.002,500
6980,1.1E-05,1.9,0.002,500
6981,1.9E-05,1.6,0.002,500
6982,3.8E-05,1.4,0.002,500
6983,3.2E-05,1.4,0.002,500
6984,4.7E-05,1.5,0.002,500
6985,1.1E-05,2,0.002,500
6986,1.5E-05,1.6,0.002,500
6987,0.0009,1.4,0.002,500
6988,1.9E-05,1.6,0.002,500
6989,0.082,1.2,0.002,500
6990,1.2E-05,1.4,0.002,500
6991,4.4E-05,1.3,0.002,500
6992,1.8E-05,1.6,0.002,500
6993,1.2E-05,1.8,0.002,500
6994,4.8E-05,1.3,0.002,500
6995,1.4E-05,1.6,0.002,500
6996,2.2E-05,1.5,0.002,500
6997,6.9E-05,1.3,0.002,500
6998,3.5E-05,1.4,0.002,500
6999,1.1E-05,2,0.002,500
7000,4.5E-05,1.4,0.002,500
7001,1.9E-05,1.6,0.002,500
7002,1.2E-05,1.8,0.002,500
7003,0.00022,1.3,0.002,500
7004,2.4E-05,1.5,0.002,500
7005,2.8E-05,1.4,0.002,500
7006,1.8E-05,1.5,0.002,500
7007,1.3E-05,1.6,0.002,500
7008,0.00016,1.5,0.002,500
7009,0.00013,1.3,0.002,500
7010,3.6E-05,1.4,0.002,500
7011,1.3E-05,1.7,0.002,500
7012,0.00019,1.3,0.002,500
7013,2.3E-05,1.5,0.002,500
7014,1.3E-05,1.7,0.002,500
7015,1.5E-05,1.5,0.002,500
7016,0.0015,1.4,0.002,500
7017,2.1E-05,1.5,0.002,500
7018,1.3E-05,1.6,0.002,500
7019,2.7E-05,1.5,0.002,500
7020,6.7E-05,1.3,0.002,500
7021,9.4E-05,1.4,0.002,500
7022,1.1E-05,2,0.002,500
7023,1.6E-05,1.6,0.002,500
7024,1.6E-05,1.6,0.002,500
7025,3E-05,1.4,0.002,500
7026,0.00058,1.3,0.002,500
7027,1.4E-05,1.7,0.002,500
7028,3.8E-05,1.4,0.002,500
7029,8.8E-05,1.3,0.002,500
7030,0.0055,1.3,0.002,500
7031,1.2E-05,1.9,0.002,500
7032,1.4E-05,1.7,0.002,500
7033,1.9E-05,1.6,0.002,500
7034,1.4E-05,1.6,0.002,500
7035,6.8E-05,1.3,0.002,500
7036,5.9E-05,1.4,0.002,500
7037,6.5E-05,1.3,0.002,500
7038,5.2E-05,1.3,0.002,500
7039,1.3E-05,1.7,0.002,500
7040,7.9E-05,1.4,0.002,500
7041,0.00054,1.3,0.002,500
7042,1.7E-05,1.6,0.002,500
7043,1.3E-05,1.7,0.002,500
7044,0.0038,1.3,0.002,500
7045,1.2E-05,2,0.002,500
7046,1.1E-05,1.9,0.002,500
7047,1.9E-05,1.5,0.002,500
7048,1.3E-05,1.7,0.002,500
7049,4.5E-05,1.3,0.002,500
7050,1.2E-05,1.8,0.002,500
7051,8.2E-05,1.3,0.002,500
7052,3.3E-05,1.4,0.002,500
7053,0.00015,1.3,0.002,500
7054,1.8E-05,1.5,0.002,500
7055,2.6E-05,1.3,0.002,500
7056,0.00012,1.3,0.002,500
7057,1.2E-05,1.9,0.002,500
7058,1.3E-05,1.7,0.002,500
7059,1.5E-05,1.6,0.002,500
7060,2.7E-05,1.6,0.002,500
7061,1.2E-05,1.6,0.002,500
7062,1.2E-05,1.8,0.002,500
7063,0.00023,1.9,0.002,500
7064,1.3E-05,1.7,0.002,500
7065,0.00011,1.3,0.002,500
7066,1.9E-05,1.5,0.002,500
7067,0.00021,1.3,0.002,500
7068,1.4E-05,1.6,0.002,500
7069,1.4E-05,1.7,0.002,500
7070,9.9E-05,1.3,0.002,500
7071,1.7E-05,1.6,0.002,500
7072,4.3E-05,1.3,0.002,500
7073,1.1E-05,2,0.002,500
7074,7.1E-05,1.3,0.002,500
7075,6.5E-05,1.3,0.002,500
7076,2.8E-05,1.4,0.002,500
7077,0.00019,1.2,0.002,500
7078,1.3E-05,1.7,0.002,500
7079,2.8E-05,1.4,0.002,500
7080,2.2E-05,1.5,0.002,500
7081,0.00017,1.2,0.002,500
7082,2.2E-05,1.4,0.002,500
7083,1.2E-05,1.8,0.002,500
7084,1.2E-05,1.8,0.002,500
7085,2.2E-05,1.5,0.002,500
7086,1.4E-05,1.6,0.002,500
7087,1.2E-05,2,0.002,500
7088,1.2E-05,1.8,0.002,500
7089,0.0019,1.3,0.002,500
7090,2E-05,1.5,0.002,500
7091,1.4E-05,1.6,0.002,500
7092,2E-05,1.5,0.002,500
7093,1.1E-05,1.9,0.002,500
7094,6.9E-05,1.4,0.002,500
7095,0.033,1.3,0.002,500
7096,1.4E-05,1.6,0.002,500
7097,2.2E-05,1.4,0.002,500
7098,0.0034,3.2,0.002,500
7099,0.0001,1.4,0.002,500
7100,3.7E-05,1.3,0.002,500
7101,0.00016,1.2,0.002,500
7102,2.4E-05,1.5,0.002,500
7103,2.6E-05,1.5,0.002,500
7104,1.5E-05,1.7,0.002,500
7105,1.8E-05,1.6,0.002,500
7106,1.3E-05,1.6,0.002,500
7107,3.5E-05,1.4,0.002,500
7108,9.8E-05,1.3,0.002,500
7109,1.1E-05,1.8,0.002,500
7110,0.00019,1.9,0.002,500
7111,1.9E-05,1.5,0.002,500
7112,1.3E-05,1.6,0.002,500
7113,1.2E-05,1.9,0.002,500
7114,1.4E-05,1.6,0.002,500
7115,1.1E-05,2,0.002,500
7116,5.1E-05,1.3,0.002,500
7117,1.1E-05,1.9,0.002,500
7118,1.3E-05,1.8,0.002,500
7119,2.4E-05,1.4,0.002,500
7120,3.7E-05,1.4,0.002,500
7121,1.4E-05,1.7,0.002,500
7122,0.00026,1.3,0.002,500
7123,6.2E-05,1.4,0.002,500
7124,6.3E-05,1.3,0.002,500
7125,1.9E-05,1.6,0.002,500
7126,2.1E-05,1.4,0.002,500
7127,1.5E-05,1.5,0.002,500
7128,1.3E-05,1.7,0.002,500
7129,1.5E-05,1.7,0.002,500
7130,1.4E-05,1.7,0.002,500
7131,3.4E-05,1.3,0.002,500
7132,0.00077,2.6,0.002,500
7133,1.8E-05,1.5,0.002,500
7134,4.5E-05,1.4,0.002,500
7135,1.2E-05,1.8,0.002,500
7136,0.00026,1.3,0.002,500
7137,1.3E-05,1.7,0.002,500
7138,2.9E-05,1.4,0.002,500
7139,1.4E-05,1.6,0.002,500
7140,1.2E-05,1.9,0.002,500
7141,1.7E-05,1.7,0.002,500
7142,4.1E-05,1.5,0.002,500
7143,0.00011,1.3,0.002,500
7144,1.6E-05,1.6,0.002,500
7145,0.0058,2.9,0.002,500
7146,1.5E-05,1.6,0.002,500
7147,1.2E-05,1.7,0.002,500
7148,2.6E-05,1.6,0.002,500
7149,1.4E-05,1.6,0.002,500
7150,1.9E-05,1.5,0.002,500
7151,1.4E-05,1.6,0.002,500
7152,0.0023,1.4,0.002,500
7153,1.7E-05,1.6,0.002,500
7154,1.5E-05,1.7,0.002,500
7155,1.5E-05,1.5,0.002,500
7156,1.9E-05,1.6,0.002,500
7157,1.7E-05,1.5,0.002,500
7158,2E-05,1.5,0.002,500
7159,1.4E-05,1.6,0.002,500
7160,1.6E-05,1.5,0.002,500
7161,5.7E-05,1.3,0.002,500
7162,1.7E-05,1.5,0.002,500
7163,1.6E-05,1.6,0.002,500
7164,2.7E-05,1.5,0.002,500
7165,0.0004,1.4,0.002,500
7166,1.2E-05,1.8,0.002,500
7167,3.3E-05,1.3,0.002,500
7168,0.00014,1.3,0.002,500
7169,4.6E-05,1.4,0.002,500
7170,3E-05,1.5,0.002,500
7171,1.9E-05,1.5,0.002,500
7172,3.4E-05,1.4,0.002,500
7173,2.1E-05,1.5,0.002,500
7174,1.6E-05,1.6,0.002,500
7175,7.9E-05,1.3,0.002,500
7176,1.9E-05,1.6,0.002,500
7177,1.3E-05,1.7,0.002,500
7178,0.00029,1.3,0.002,500
7179,1.5E-05,1.5,0.002,500
7180,1.2E-05,1.9,0.002,500
7181,0.00035,2.1,0.002,500
7182,2.6E-05,1.4,0.002,500
7183,0.00075,2.2,0.002,500
7184,1.9E-05,1.6,0.002,500
7185,1.4E-05,1.6,0.002,500
7186,1.4E-05,1.6,0.002,500
7187,1.3E-05,1.7,0.002,500
7188,1.4E-05,1.6,0.002,500
7189,2E-05,1.5,0.002,500
7190,1.3E-05,1.7,0.002,500
7191,1.7E-05,1.5,0.002,500
7192,2.1E-05,1.5,0.002,500
7193,1.2E-05,1.9,0.002,500
7194,2.1E-05,1.5,0.002,500
7195,3.3E-05,1.4,0.002,500
7196,0.00035,1.3,0.002,500
7197,1.1E-05,2,0.002,500
7198,7.9E-05,1.3,0.002,500
7199,1.2E-05,1.8,0.002,500
7200,0.00019,1.3,0.002,500
7201,2.5E-05,1.5,0.002,500
7202,0.00013,1.2,0.002,500
7203,0.00027,1.3,0.002,500
7204,5.5E-05,1.3,0.002,500
7205,0.0072,2.9,0.002,500
7206,5.6E-05,1.4,0.002,500
7207,0.00029,1.3,0.002,500
7208,1.3E-05,1.7,0.002,500
7209,9.2E-05,1.3,0.002,500
7210,1.2E-05,1.7,0.002,500
7211,1.3E-05,1.6,0.002,500
7212,0.0023,2.3,0.002,500
7213,0.00014,1.4,0.002,500
7214,1.3E-05,1.6,0.002,500
7215,0.00016,1.3,0.002,500
7216,1.6E-05,1.5,0.002,500
7217,1.1E-05,2,0.002,500
7218,3.9E-05,1.4,0.002,500
7219,1.5E-05,1.7,0.002,500
7220,1.3E-05,1.7,0.002,500
7221,1.6E-05,1.6,0.002,500
7222,1.4E-05,1.6,0.002,500
7223,1.4E-05,1.6,0.002,500
7224,2.6E-05,1.5,0.002,500
7225,1.5E-05,1.6,0.002,500
7226,0.00019,1.3,0.002,500
7227,0.00018,1.4,0.002,500
7228,1.9E-05,1.6,0.002,500
7229,1.3E-05,1.7,0.002,500
7230,1.4E-05,1.6,0.002,500
7231,2.7E-05,1.5,0.002,500
7232,1.9E-05,1.5,0.002,500
7233,1.1E-05,1.9,0.002,500
7234,1.2E-05,1.8,0.002,500
7235,3.7E-05,1.3,0.002,500
7236,5E-05,1.3,0.002,500
7237,1.4E-05,1.8,0.002,500
7238,4.3E-05,1.4,0.002,500
7239,1.5E-05,1.6,0.002,500
7240,2.7E-05,1.4,0.002,500
7241,2.9E-05,1.4,0.002,500
7242,1.9E-05,1.5,0.002,500
7243,7.2E-05,1.3,0.002,500
7244,1.4E-05,1.7,0.002,500
7245,1.3E-05,1.8,0.002,500
7246,3.2E-05,1.3,0.002,500
7247,1.2E-05,1.7,0.002,500
7248,1.1E-05,2,0.002,500
7249,1.4E-05,1.6,0.002,500
7250,2.2E-05,1.5,0.002,500
7251,0.00018,1.4,0.002,500
7252,0.00039,1.4,0.002,500
7253,2E-05,1.6,0.002,500
7254,6.8E-05,1.3,0.002,500
7255,1.6E-05,1.7,0.002,500
7256,1.4E-05,1.6,0.002,500
7257,0.00043,1.4,0.002,500
7258,4.3E-05,1.4,0.002,500
7259,1.4E-05,1.7,0.002,500
7260,0.00032,1.2,0.002,500
7261,6.6E-05,1.4,0.002,500
7262,0.00027,1.3,0.002,500
7263,3.2E-05,1.3,0.002,500
7264,2E-05,1.5,0.002,500
7265,3.7E-05,1.4,0.002,500
7266,0.0004,1.4,0.002,500
7267,1.2E-05,1.7,0.002,500
7268,2.2E-05,1.5,0.002,500
7269,0.00013,1.4,0.002,500
7270,1.2E-05,1.8,0.002,500
7271,2.6E-05,1.4,0.002,500
7272,0.00013,1.3,0.002,500
7273,1.3E-05,1.7,0.002,500
7274,0.00055,1.3,0.002,500
7275,4.4E-05,1.3,0.002,500
7276,1.4E-05,1.7,0.002,500
7277,1.4E-05,1.6,0.002,500
7278,0.0054,1.1,0.002,500
7279,2.1E-05,1.5,0.002,500
7280,1.6E-05,1.5,0.002,500
7281,1.7E-05,1.6,0.002,500
7282,3.2E-05,1.4,0.002,500
7283,1.4E-05,1.6,0.002,500
7284,2.2E-05,1.5,0.002,500
7285,1.9E-05,1.6,0.002,500
7286,0.00018,1.4,0.002,500
7287,2.7E-05,1.4,0.002,500
7288,1.6E-05,1.6,0.002,500
7289,2.6E-05,1.5,0.002,500
7290,3.1E-05,1.5,0.002,500
7291,1.8E-05,1.5,0.002,500
7292,2E-05,1.5,0.002,500
7293,0.00017,1.3,0.002,500
7294,1.5E-05,1.6,0.002,500
7295,1.5E-05,1.6,0.002,500
7296,2.4E-05,1.5,0.002,500
7297,2.7E-05,1.4,0.002,500
7298,3.8E-05,1.3,0.002,500
7299,4E-05,1.3,0.002,500
7300,1.2E-05,1.4,0.002,500
7301,0.00049,1.3,0.002,500
7302,5.6E-05,1.3,0.002,500
7303,1.6E-05,1.6,0.002,500
7304,1.2E-05,1.8,0.002,500
7305,5.1E-05,1.4,0.002,500
7306,1.3E-05,1.7,0.002,500
7307,5E-05,1.4,0.002,500
7308,1.1E-05,2,0.002,500
7309,1.4E-05,1.7,0.002,500
7310,5.2E-05,1.4,0.002,500
7311,1.8E-05,1.5,0.002,500
7312,1.3E-05,1.7,0.002,500
7313,3.4E-05,1.4,0.002,500
7314,1.2E-05,1.8,0.002,500
7315,0.00041,1.3,0.002,500
7316,2.5E-05,1.5,0.002,500
7317,0.00024,1.3,0.002,500
7318,1.4E-05,1.7,0.002,500
7319,1.2E-05,1.9,0.002,500
7320,1.5E-05,1.6,0.002,500
7321,1.2E-05,1.8,0.002,500
7322,0.00062,1.5,0.002,500
7323,1.4E-05,1.5,0.002,500
7324,1.6E-05,1.6,0.002,500
7325,1.5E-05,1.6,0.002,500
7326,0.0044,1.3,0.002,500
7327,1.8E-05,1.6,0.002,500
7328,0.01,3.1,0.002,500
7329,4.6E-05,1.4,0.002,500
7330,0.0003,1.7,0.002,500
7331,1.9E-05,1.6,0.002,500
7332,2.9E-05,1.4,0.002,500
7333,1.6E-05,1.5,0.002,500
7334,0.00088,1.3,0.002,500
7335,4.4E-05,1.4,0.002,500
7336,0.0002,1.2,0.002,500
7337,3.1E-05,1.5,0.002,500
7338,1.1E-05,1.9,0.002,500
7339,1.5E-05,1.6,0.002,500
7340,1.5E-05,1.6,0.002,500
7341,1.4E-05,1.6,0.002,500
7342,1.3E-05,1.7,0.002,500
7343,3.2E-05,1.5,0.002,500
7344,5.7E-05,1.3,0.002,500
7345,7.8E-05,1.3,0.002,500
7346,5.3E-05,1.4,0.002,500
7347,1.3E-05,1.7,0.002,500
7348,1.5E-05,1.6,0.002,500
7349,1.5E-05,1.5,0.002,500
7350,1.6E-05,1.5,0.002,500
7351,1.4E-05,1.8,0.002,500
7352,1.3E-05,1.7,0.002,500
7353,0.0011,1.3,0.002,500
7354,1.1E-05,1.9,0.002,500
7355,1.5E-05,1.7,0.002,500
7356,1.6E-05,1.5,0.002,500
7357,1.4E-05,1.7,0.002,500
7358,1.6E-05,1.6,0.002,500
7359,5.2E-05,1.4,0.002,500
7360,0.00017,1.7,0.002,500
7361,0.00034,1.2,0.002,500
7362,3.3E-05,1.4,0.002,500
7363,3E-05,1.5,0.002,500
7364,9.3E-05,1.3,0.002,500
7365,7.3E-05,1.3,0.002,500
7366,1.4E-05,1.7,0.002,500
7367,0.0002,1.5,0.002,500
7368,1.4E-05,1.6,0.002,500
7369,1.3E-05,1.7,0.002,500
7370,1.5E-05,1.6,0.002,500
7371,1.7E-05,1.5,0.002,500
7372,1.6E-05,1.6,0.002,500
7373,5.7E-05,1.3,0.002,500
7374,3.7E-05,1.3,0.002,500
7375,1.2E-05,1.8,0.002,500
7376,1.3E-05,1.7,0.002,500
7377,4.6E-05,1.3,0.002,500
7378,2.4E-05,1.4,0.002,500
7379,7.8E-05,1.5,0.002,500
7380,1.2E-05,1.7,0.002,500
7381,1.4E-05,1.6,0.002,500
7382,3.1E-05,1.5,0.002,500
7383,5.4E-05,1.4,0.002,500
7384,1.4E-05,1.5,0.002,500
7385,1.2E-05,1.3,0.002,500
7386,1.4E-05,1.7,0.002,500
7387,6.5E-05,1.3,0.002,500
7388,0.00088,2.5,0.002,500
7389,1.5E-05,1.7,0.002,500
7390,7E-05,1.3,0.002,500
7391,1.8E-05,1.5,0.002,500
7392,0.00012,1.4,0.002,500
7393,2.2E-05,1.5,0.002,500
7394,0.00019,1.5,0.002,500
7395,0.00067,1.4,0.002,500
7396,4E-05,1.3,0.002,500
7397,6.3E-05,1.3,0.002,500
7398,3.9E-05,1.3,0.002,500
7399,2.2E-05,1.5,0.002,500
7400,3.1E-05,1.4,0.002,500
7401,0.00015,1.4,0.002,500
7402,8.7E-05,1.3,0.002,500
